foodweb-baywet_x,foodweb-baywet_mix,foodweb-baywet_ba,foodweb-baywet_finder,foodweb-baywet_ci,foodweb-baywet_gdm,foodweb-baywet_corehd,faa_x,faa_mix,faa_ba,faa_finder,faa_ci,faa_gdm,faa_corehd,moreno_crime_projected_x,moreno_crime_projected_mix,moreno_crime_projected_ba,moreno_crime_projected_finder,moreno_crime_projected_ci,moreno_crime_projected_gdm,moreno_crime_projected_corehd
0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
0.0078125,0.9921875,0.9921875,0.9921875,0.9921875,0.9921875,0.9921875,0.0008156606851549756,0.9991843393148451,0.9991843393148451,0.9975530179445351,0.9991843393148451,0.9991843393148451,0.9910277324632952,0.001326259946949602,0.9973474801061007,0.9973474801061007,0.9973474801061007,0.9973474801061007,0.9748010610079576,0.9973474801061007
0.015625,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.0016313213703099511,0.9967373572593801,0.9967373572593801,0.9967373572593801,0.9967373572593801,0.99836867862969,0.9902120717781403,0.002652519893899204,0.9615384615384616,0.9615384615384616,0.9615384615384616,0.9615384615384616,0.9429708222811671,0.9615384615384616
0.0234375,0.9765625,0.9765625,0.9765625,0.9765625,0.9765625,0.9765625,0.0024469820554649264,0.9959216965742251,0.9959216965742251,0.9959216965742251,0.9959216965742251,0.9975530179445351,0.9877650897226754,0.003978779840848806,0.9124668435013262,0.9124668435013262,0.9217506631299734,0.9124668435013262,0.9257294429708223,0.9217506631299734
0.03125,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.0032626427406199023,0.9951060358890701,0.9951060358890701,0.9951060358890701,0.9951060358890701,0.9967373572593801,0.9869494290375204,0.005305039787798408,0.9058355437665783,0.9058355437665783,0.9151193633952255,0.9058355437665783,0.9071618037135278,0.8726790450928382
0.0390625,0.9609375,0.9609375,0.9609375,0.9609375,0.9609375,0.9609375,0.004078303425774877,0.9942903752039152,0.9942903752039152,0.9934747145187602,0.9942903752039152,0.9959216965742251,0.9861337683523654,0.006631299734748011,0.8660477453580901,0.8660477453580901,0.9124668435013262,0.8660477453580901,0.9005305039787799,0.8660477453580901
0.046875,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.004893964110929853,0.9934747145187602,0.9934747145187602,0.9926590538336052,0.9934747145187602,0.9918433931484503,0.9853181076672104,0.007957559681697613,0.8607427055702918,0.8607427055702918,0.8567639257294429,0.8607427055702918,0.8925729442970822,0.863395225464191
0.0546875,0.9453125,0.9453125,0.9453125,0.9453125,0.9453125,0.9453125,0.005709624796084829,0.9845024469820555,0.9845024469820555,0.9869494290375204,0.9845024469820555,0.9910277324632952,0.9845024469820555,0.009283819628647215,0.8580901856763926,0.8580901856763926,0.8342175066312998,0.8580901856763926,0.8872679045092838,0.8408488063660478
0.0625,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,0.0065252854812398045,0.9836867862969005,0.9836867862969005,0.9779771615008157,0.9836867862969005,0.9902120717781403,0.9836867862969005,0.010610079575596816,0.8023872679045093,0.8023872679045093,0.8289124668435013,0.8023872679045093,0.8793103448275862,0.8355437665782494
0.0703125,0.9296875,0.9296875,0.9296875,0.9296875,0.9296875,0.9296875,0.00734094616639478,0.9820554649265906,0.9820554649265906,0.9738988580750407,0.9820554649265906,0.9893964110929854,0.9820554649265906,0.011936339522546418,0.7705570291777188,0.7705570291777188,0.7957559681697612,0.7705570291777188,0.8660477453580901,0.8103448275862069
0.078125,0.921875,0.921875,0.921875,0.921875,0.921875,0.921875,0.008156606851549755,0.9812398042414355,0.9812398042414355,0.9714518760195758,0.9812398042414355,0.9885807504078303,0.9763458401305057,0.013262599469496022,0.7480106100795756,0.7480106100795756,0.7599469496021221,0.7480106100795756,0.8448275862068966,0.7546419098143236
0.0859375,0.9140625,0.9140625,0.9140625,0.9140625,0.9140625,0.9140625,0.00897226753670473,0.9796084828711256,0.9796084828711256,0.964110929853181,0.9796084828711256,0.9877650897226754,0.9755301794453507,0.014588859416445624,0.746684350132626,0.7148541114058355,0.7599469496021221,0.7148541114058355,0.8395225464190982,0.7214854111405835
0.09375,0.90625,0.90625,0.90625,0.90625,0.90625,0.90625,0.009787928221859706,0.9771615008156607,0.9771615008156607,0.9624796084828712,0.9771615008156607,0.9869494290375204,0.9738988580750407,0.015915119363395226,0.7148541114058355,0.6989389920424404,0.7400530503978779,0.669761273209549,0.8355437665782494,0.6896551724137931
0.1015625,0.8984375,0.8984375,0.8984375,0.8984375,0.8984375,0.8984375,0.010603588907014683,0.9755301794453507,0.9755301794453507,0.9616639477977161,0.9714518760195758,0.9861337683523654,0.9730831973898858,0.017241379310344827,0.669761273209549,0.506631299734748,0.7387267904509284,0.6684350132625995,0.7970822281167109,0.6737400530503979
0.109375,0.890625,0.890625,0.890625,0.890625,0.890625,0.890625,0.011419249592169658,0.9698205546492659,0.9698205546492659,0.9592169657422512,0.9698205546492659,0.9853181076672104,0.9722675367047309,0.01856763925729443,0.6538461538461539,0.506631299734748,0.7360742705570292,0.4442970822281167,0.7758620689655172,0.6604774535809018
0.1171875,0.8828125,0.8828125,0.8828125,0.8828125,0.8828125,0.8828125,0.012234910277324634,0.968189233278956,0.968189233278956,0.9567699836867863,0.968189233278956,0.9804241435562806,0.9714518760195758,0.01989389920424403,0.6538461538461539,0.48938992042440316,0.6870026525198939,0.4244031830238727,0.7652519893899205,0.6432360742705571
0.125,0.875,0.875,0.875,0.875,0.875,0.875,0.013050570962479609,0.967373572593801,0.967373572593801,0.9559543230016313,0.967373572593801,0.9787928221859706,0.9690048939641109,0.021220159151193633,0.4442970822281167,0.48938992042440316,0.5941644562334217,0.4244031830238727,0.7625994694960212,0.6432360742705571
0.1328125,0.8671875,0.8671875,0.8671875,0.8671875,0.8671875,0.8671875,0.013866231647634585,0.966557911908646,0.966557911908646,0.9551386623164764,0.966557911908646,0.9779771615008157,0.967373572593801,0.022546419098143235,0.4442970822281167,0.48938992042440316,0.5941644562334217,0.4244031830238727,0.7559681697612732,0.6339522546419099
0.140625,0.859375,0.859375,0.859375,0.859375,0.859375,0.859375,0.01468189233278956,0.965742251223491,0.965742251223491,0.9543230016313213,0.965742251223491,0.9771615008156607,0.9632952691680261,0.023872679045092837,0.4442970822281167,0.27984084880636606,0.5941644562334217,0.23209549071618038,0.7387267904509284,0.6326259946949602
0.1484375,0.8515625,0.8515625,0.8515625,0.8515625,0.8515625,0.8515625,0.015497553017944535,0.964110929853181,0.9649265905383361,0.9526916802610114,0.9649265905383361,0.9763458401305057,0.9624796084828712,0.025198938992042442,0.4270557029177719,0.27984084880636606,0.5809018567639257,0.23209549071618038,0.7374005305039788,0.6312997347480106
0.15625,0.84375,0.84375,0.84375,0.84375,0.84375,0.84375,0.01631321370309951,0.9632952691680261,0.9632952691680261,0.9518760195758564,0.9632952691680261,0.9755301794453507,0.9600326264274062,0.026525198938992044,0.4270557029177719,0.27984084880636606,0.5636604774535809,0.23209549071618038,0.6923076923076923,0.34084880636604775
0.1640625,0.8359375,0.8359375,0.8359375,0.8359375,0.8359375,0.8359375,0.017128874388254486,0.9616639477977161,0.9624796084828712,0.9510603588907015,0.9624796084828712,0.9747145187601958,0.9592169657422512,0.027851458885941646,0.4270557029177719,0.27984084880636606,0.5636604774535809,0.23209549071618038,0.6870026525198939,0.3302387267904509
