foodweb-baywet_x,foodweb-baywet_mix,foodweb-baywet_ba,foodweb-baywet_finder,foodweb-baywet_ci,foodweb-baywet_gdm,foodweb-baywet_corehd,faa_x,faa_mix,faa_ba,faa_finder,faa_ci,faa_gdm,faa_corehd,moreno_crime_projected_x,moreno_crime_projected_mix,moreno_crime_projected_ba,moreno_crime_projected_finder,moreno_crime_projected_ci,moreno_crime_projected_gdm,moreno_crime_projected_corehd
0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
0.0078125,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.0008156606851549756,0.99836867862969,0.99836867862969,0.9853660485401339,0.99836867862969,0.99836867862969,0.9821500149815228,0.001326259946949602,0.9946984828149823,0.9946984828149823,0.9297452101408689,0.9946984828149823,0.9504510692860741,0.9946984828149823
0.015625,0.968873031496063,0.968873031496063,0.968873031496063,0.968873031496063,0.968873031496063,0.968873031496063,0.0016313213703099511,0.9934840363551619,0.9934840363551619,0.9772906748343709,0.9934840363551619,0.9967386889502946,0.9805333422112728,0.002652519893899204,0.9173174675304089,0.9246339135060113,0.8258777445478915,0.9246339135060113,0.8899926377601882,0.9246339135060113
0.0234375,0.953494094488189,0.953494094488189,0.953494094488189,0.953494094488189,0.953494094488189,0.953494094488189,0.0024469820554649264,0.9918580417485102,0.9918580417485102,0.9596457702167327,0.9918580417485102,0.9951100309618137,0.9756926457369245,0.003978779840848806,0.8501062064738394,0.9220835490927537,0.8210623465466164,0.8331131706595369,0.8578066161525428,0.8501062064738394
0.03125,0.938238188976378,0.938238188976378,0.938238188976378,0.938238188976378,0.938238188976378,0.938238188976378,0.0032626427406199023,0.990233378832773,0.990233378832773,0.9548556779971369,0.990233378832773,0.9934827046642474,0.9740812997303326,0.005305039787798408,0.8379215234552506,0.9195367072822768,0.8090890196948721,0.8210517787382742,0.8238275897294993,0.7624955527139893
0.0390625,0.92310531496063,0.92310531496063,0.92310531496063,0.92310531496063,0.92310531496063,0.92310531496063,0.004078303425774877,0.9886100476079502,0.9886100476079502,0.9500775709957718,0.9886100476079502,0.9886087159170357,0.9724712854146552,0.006631299734748011,0.7509625512098379,0.8305205350129103,0.6573317692976987,0.7509625512098379,0.8118401724666321,0.7509625512098379
0.046875,0.9080954724409449,0.9080954724409449,0.9080954724409449,0.9080954724409449,0.8932086614173228,0.9080954724409449,0.004893964110929853,0.9869880480740421,0.9708626027898924,0.9389885807504078,0.9869880480740421,0.9788966940773046,0.9708626027898924,0.007957559681697613,0.7418002613771263,0.8281040295053209,0.5810603738890592,0.7418002613771263,0.774162413123809,0.7463725997865303
0.0546875,0.8932086614173228,0.8932086614173228,0.8932086614173228,0.8932086614173228,0.8784448818897638,0.8932086614173228,0.005709624796084829,0.9853673802310484,0.9692552518560442,0.9374078636348504,0.9692552518560442,0.9772826846888837,0.9692552518560442,0.009283819628647215,0.7372384907760646,0.8160778636118655,0.5796372423656391,0.7372384907760646,0.7373829174900751,0.7080572493403926
0.0625,0.8784448818897638,0.8784448818897638,0.8784448818897638,0.8784448818897638,0.8638041338582677,0.8784448818897638,0.0065252854812398045,0.9821300396178048,0.9676492326131105,0.9358284782102074,0.9676492326131105,0.9756700069913773,0.9676492326131105,0.010610079575596816,0.6452069705263825,0.7461999922502739,0.5213839601804982,0.6452069705263825,0.7193295782387691,0.6991626773190175
0.0703125,0.8638041338582677,0.8638041338582677,0.8638041338582677,0.8638041338582677,0.8492864173228346,0.8638041338582677,0.00734094616639478,0.9805133668475546,0.9644411891999867,0.934250424476479,0.9644411891999867,0.9740586609847854,0.9644411891999867,0.011936339522546418,0.5957390596764137,0.7370658832398083,0.4914841077775547,0.5957390596764137,0.7103715993673405,0.6579129987565212
0.078125,0.8492864173228346,0.8492864173228346,0.8492864173228346,0.8492864173228346,0.8348917322834646,0.8492864173228346,0.008156606851549755,0.9628391650297966,0.9628391650297966,0.924810067583314,0.9628391650297966,0.9724486466691081,0.9532683024270067,0.013262599469496022,0.5616156065393598,0.7325182030498695,0.4660720513172773,0.5616156065393598,0.6970385478422296,0.571207653911322
0.0859375,0.8348917322834646,0.8348917322834646,0.8348917322834646,0.8348917322834646,0.8206200787401575,0.8348917322834646,0.00897226753670473,0.9580424143556281,0.95963911176216,0.9216739354795752,0.95963911176216,0.969232613110497,0.9516756000932184,0.014588859416445624,0.5135038977599768,0.6407825814337698,0.4430447969395627,0.5135038977599768,0.6838534456339099,0.5226556197843463
0.09375,0.8206200787401575,0.8206200787401575,0.8206200787401575,0.8206200787401575,0.8064714566929134,0.8206200787401575,0.009787928221859706,0.9469068149282551,0.9548503512334787,0.9169810566967407,0.9548503512334787,0.9676265938675633,0.9484941904983853,0.015915119363395226,0.4910895762661115,0.5914837555172766,0.41892905830259863,0.4520591374554831,0.6223382332738013,0.47834479940538466
0.1015625,0.8064714566929134,0.8064714566929134,0.8064714566929134,0.8064714566929134,0.7924458661417323,0.8064714566929134,0.010603588907014683,0.9437333954789093,0.9437333954789093,0.9107407530712122,0.9437333954789093,0.9564417218763525,0.9469054832373406,0.017241379310344827,0.43108203789616073,0.5574800708747679,0.41046072121769334,0.4502837456539888,0.6016640775536228,0.4567336313455286
0.109375,0.7924458661417323,0.7924458661417323,0.7924458661417323,0.7924458661417323,0.7785433070866141,0.7924458661417323,0.011419249592169658,0.9421486832906083,0.9405653027932217,0.9091840063921164,0.9405653027932217,0.9548463561607351,0.9453181076672105,0.01856763925729443,0.24031900690782404,0.5095444922344222,0.3971030114731173,0.2462299343739102,0.521221920452584,0.43906777840010425
