onion_200_2.5_2.txt,onion_200_2.5_5.txt,onion_400_2.5_3.txt,onion_500_2.5_2.txt,onion_100_2.5_5.txt,onion_400_2.5_5.txt,onion_300_2.5_1.txt,onion_400_2.5_2.txt,onion_300_2.5_4.txt,onion_400_2.5_4.txt,onion_300_2.5_3.txt,onion_300_2.5_2.txt,onion_500_2.5_5.txt,onion_400_2.5_1.txt,onion_100_2.5_2.txt,onion_100_2.5_1.txt,onion_500_2.5_1.txt,onion_300_2.5_5.txt,onion_200_2.5_4.txt,onion_200_2.5_1.txt,onion_100_2.5_3.txt,onion_100_2.5_4.txt,onion_200_2.5_3.txt,onion_500_2.5_3.txt,onion_500_2.5_4.txt
0.14959383010864258,0.05805492401123047,0.09128785133361816,0.10533308982849121,0.043029069900512695,0.10021066665649414,0.0923464298248291,0.0938570499420166,0.06522536277770996,0.10413360595703125,0.06933355331420898,0.06702589988708496,0.11426758766174316,0.09612011909484863,0.03611135482788086,0.049750566482543945,0.10301995277404785,0.06861448287963867,0.0734093189239502,0.06167149543762207,0.050676584243774414,0.04546952247619629,0.05818939208984375,0.0880434513092041,0.1161658763885498
