heterogeneous 30 & 0.609 & 0.652 & \cellcolor{blue!25}0.478 & 0.870 & 1.000 & 1.000 & 0.696\\ 
heterogeneous 50 & 0.500 & 0.528 & \cellcolor{blue!25}0.500 & 0.944 & 1.000 & 1.000 & 0.889\\ 
heterogeneous 100 & 0.645 & 0.632 & \cellcolor{blue!25}0.447 & 0.947 & 1.000 & 1.000 & 0.803\\ 
heterogeneous 500 & 0.592 & 0.826 & 0.266 & \cellcolor{blue!25}0.266 & 0.865 & 0.932 & 0.761\\ 
