heterogeneous 30 & 5.4130 & 5.2391 & \cellcolor{blue!25}4.2174 & 4.6087 & 5.7391 & 7.8261 & 6.8913\\ 
heterogeneous 50 & 7.1667 & 7.3056 & \cellcolor{blue!25}6.5694 & 8.2083 & 7.8472 & 11.5417 & 16.4028\\ 
heterogeneous 100 & 20.5592 & 19.0789 & \cellcolor{blue!25}9.5461 & 10.3355 & 11.2039 & 20.5855 & 30.6250\\ 
heterogeneous 500 & 81.8720 & 74.7874 & 39.1836 & \cellcolor{blue!25}35.5676 & 36.3357 & 141.4807 & 133.0338\\ 
