Obj,ba_ba,ba_er,ba_sw,ba_regular,ba_sbm,mix_ba,mix_er,mix_sw,mix_regular,mix_sbm,finder_ba,finder_er,finder_sw,finder_regular,finder_sbm,gdm_ba,gdm_er,gdm_sw,gdm_regular,gdm_sbm
CNP,0.3246151325301205,0.3159888192771084,0.16929529317269074,0.2904325140562249,0.10767376525683442,0.3244460722891566,0.3159823935742972,0.16496089959839355,0.22996658634538153,0.08617786554903914,0.31838001606425703,0.3143648514056225,0.32485603212851405,0.2783147951807229,0.08545486656546494,0.3283004016064257,0.31945792771084336,0.3281078232931727,0.24228947791164657,0.12205866282162235
CNP,0.3254007389558233,0.32065163052208834,0.14698383935742973,0.3154623614457831,0.0981721255681331,0.32458191164658634,0.3207144096385542,0.15393246586345383,0.3177928995983936,0.09473742156904785,0.31900465863453814,0.3226540080321285,0.2970328674698795,0.32361773493975904,0.07097902898055486,0.32863395983935745,0.3280912449799197,0.30651328514056225,0.32612510843373493,0.1121614225865796
CNP,0.25421506827309237,0.2393818049760904,0.1983252690763052,0.32377143775100403,0.09596600478053928,0.2573326907630522,0.24410909605516248,0.17587881124497992,0.3217481767068273,0.08522065809712558,0.23119151807228916,0.16,0.3243292530120482,0.31921683534136547,0.07274907812768479,0.3168981847389558,0.28,0.3267206425702811,0.3299375421686747,0.1437971481399454
CNP,0.08646830522088353,0.2733572369477912,0.212630297188755,0.3118150682730924,0.11627717564679234,0.08914011244979919,0.2754211084337349,0.15674036947791162,0.32857644979919676,0.06263528009059878,0.08786840160642571,0.3172867469879518,0.2754649317269076,0.3256747951807229,0.08220585925662573,0.24400976706827307,0.31962987951807226,0.29007267469879516,0.09109885943775099,0.13102349796218132
CNP,0.3114904417670683,0.3052772369477912,0.1868636144578313,0.2190024096385542,0.0852304332645209,0.3108290441767068,0.3039349718875502,0.12215929317269075,0.1832613012048193,0.07422248414901093,0.29464604016064255,0.33221551807228916,0.17066975100401607,0.1766984738955823,0.05970503327671092,0.32691688353413656,0.3326369799196787,0.17317706024096385,0.22970923694779113,0.1848219770170572
CNP,0.3246807389558233,0.2273067951807229,0.17889323694779116,0.2904324497991968,0.07402153714869045,0.32639466666666667,0.23599280321285143,0.14432231325301206,0.22997532530120485,0.07121225715379462,0.3198860722891566,0.2309195975507159,0.29364787148594373,0.2783147951807229,0.0723455187162336,0.3298498955823293,0.27116537142220914,0.30906628112449797,0.3321037751004016,0.10211890864848638
CNP,0.32070367871485944,0.3034453975903615,0.23131174297188753,0.31181481124497995,0.09658931577058577,0.32181898795180724,0.3027448032128514,0.19709018473895581,0.32857644979919676,0.09068665558043498,0.3142534297188755,0.3318226506024096,0.02083392771084337,0.3256747951807229,0.07459241526852223,0.32717012048192773,0.33255061847389555,0.03353008835341366,0.327188562248996,0.11734392369826288
CNP,0.09730544578313252,0.2878443694779116,0.20254496385542167,0.32162640963855427,0.10578673089690467,0.08069063453815262,0.2890948112449799,0.1376330281124498,0.32737323694779114,0.08766122130199189,0.07600385542168676,0.3228012851405623,0.32533185542168674,0.3251277108433735,0.07873473719375265,0.2646208514056225,0.32883424899598396,0.3259638875502008,0.33019540562248995,0.13723291670814358
CNP,0.25480154216867473,0.2923101044176707,0.20117230522088356,0.31181481124497995,0.06473613897398423,0.2557600642570281,0.2914663453815261,0.1904335421686747,0.32857644979919676,0.0659627784444064,0.23702078714859437,0.18243380766913683,0.31829661044176705,0.3256747951807229,0.06316403059330213,0.29850133333333334,0.21769993828122697,0.32378647389558235,0.32503261044176707,0.14125269176505534
CNP,0.20498422489959836,0.23708838554216866,0.1631803373493976,0.3154623614457831,0.08511220580186099,0.20478894779116466,0.23886008032128514,0.15289985542168674,0.3177698955823293,0.06554792302316464,0.18967633734939757,0.3287690281124498,0.3145543453815261,0.32361773493975904,0.08158673921644043,0.3034027951807229,0.33141275502008033,0.3235865702811245,0.33111710843373493,0.14725985781062337
CNP,0.319461718875502,0.16209766412123222,0.16367955020080321,0.3078346666666667,0.22905531662666395,0.31902612048192774,0.16449843535740655,0.163397140562249,0.330097156626506,0.07531482761659986,0.3097729799196787,0.3242950682730924,0.3232625863453815,0.3302894779116466,0.08079474697158384,0.3269110361445783,0.3295248192771084,0.326943421686747,0.3036486425702811,0.168555888901468
CNP,0.32395996787148595,0.3163850923694779,0.19928244176706827,0.3093760642570281,0.1080406152648661,0.3248066827309237,0.31700028915662654,0.16048861044176704,0.3027644658634538,0.07775130623594487,0.31885706024096383,0.16666666666666669,0.31808134939759036,0.30764999196787146,0.08043994480471889,0.32973461847389557,0.16666666666666669,0.3248040481927711,0.3107500080321285,0.12436770570603964
CNP,0.3121129638554217,0.27580022489959843,0.17155694779116465,0.3093620562248996,0.10040235110217882,0.30929773493975904,0.2767976867469879,0.15502470682730926,0.30276292369477914,0.10268875410725109,0.29651199999999994,0.16666666666666669,0.022237686746987954,0.30764999196787146,0.06736101142055062,0.3238612048192771,0.16666666666666669,0.027774779116465864,0.3270730923694779,0.1828880155995789
CNP,0.32617561445783133,0.2707770602409639,0.19462168674698793,0.32377143775100403,0.11291668124715681,0.3249919357429719,0.26363694779116464,0.1719402409638554,0.3217481767068273,0.0766168597123561,0.3201682248995984,0.31619437751004015,0.3194734779116466,0.31921683534136547,0.052926932479810354,0.3284336064257028,0.32294181526104415,0.3257713092369478,0.3297923212851406,0.1311702997893473
CNP,0.29769208032128514,0.2904425381526104,0.1588719036144578,0.3221263293172691,0.08788350958624426,0.29957089156626504,0.29145934136546187,0.13087306024096385,0.3229767068273092,0.07274250725747279,0.28538011244979916,0.29849991967871486,0.23139983935742972,0.3076861686746988,0.08055796449799982,0.32506088353413654,0.31598059437751,0.2401281285140562,0.15490544578313253,0.10822673060018659
CNP,0.28095363855421684,0.30108305220883536,0.18925905220883532,0.21902502811244978,0.09941768354298636,0.2822633253012048,0.30443784738955826,0.21103293172690765,0.1832547469879518,0.08726059879830635,0.26121882730923696,0.3321895582329317,0.30819688353413655,0.1766984738955823,0.07249647447723698,0.32462907630522086,0.3326214297188755,0.30755945381526106,0.330916562248996,0.11312535697497511
CNP,0.11663164658634538,0.06732433804982478,0.19089265863453814,0.3221263293172691,0.07899573734543544,0.099535421686747,0.07235533027810999,0.11203855421686747,0.3229649477911647,0.0786003547793822,0.08736899598393574,0.331125718875502,0.301429718875502,0.3076861686746988,0.07342142445352164,0.23568597590361443,0.332452562248996,0.3066000963855422,0.32427990361445785,0.13184789200601962
CNP,0.2997583935742972,0.3219250120481928,0.16385754216867468,0.32377143775100403,0.09810867519327342,0.3030570281124498,0.3230858795180723,0.15526952610441766,0.32175293172690766,0.08085912694742019,0.28488867469879514,0.1794730417979731,0.32490461044176705,0.31921683534136547,0.07353522842617873,0.3173155983935743,0.21161833498002894,0.3298746987951807,0.33109024899598394,0.13261681753180146
CNP,0.3119204497991968,0.32537683534136547,0.15854059437751003,0.30580157429718874,0.10184517275026019,0.31127363855421686,0.32287987148594377,0.11627810441767067,0.3286410281124498,0.0976990287789257,0.30316003212851406,0.3235575261044177,0.17839575903614457,0.3308350200803213,0.08272666682246604,0.32630419277108436,0.32599177510040156,0.17363032931726907,0.32658737349397593,0.12308196913759062
CNP,0.2953368674698795,0.3126312610441767,0.22588928514056222,0.3178254779116466,0.10130976066371969,0.2960159357429719,0.311230265060241,0.15766464257028115,0.32737593574297186,0.09627814954390503,0.2805333975903614,0.3149146987951807,0.3212009638554217,0.3251277108433735,0.07019453564285444,0.32072751807228916,0.3253014618473895,0.32726387148594377,0.32590142971887553,0.11896477225555681
CNP,0.20050808032128514,0.16948072568794662,0.15758702008032127,0.32377143775100403,0.07514179217761795,0.18251958232931725,0.17047431493181,0.09995553413654619,0.32175293172690766,0.07248006729573551,0.17282101204819275,0.17711128758420508,0.018810987951807225,0.31921683534136547,0.07202792531980731,0.2852409317269076,0.20664335185598673,0.025886586345381525,0.2691222489959839,0.09966274683382777
CNP,0.2947157590361446,0.23981493975903612,0.1577574939759036,0.3093755502008032,0.07632880326328302,0.29865310843373494,0.24645436144578314,0.13067052208835342,0.3027726265060241,0.07402069560545402,0.2786676305220883,0.22609407228915662,0.30906955823293175,0.30764999196787146,0.058584697615309864,0.327126297188755,0.26827829718875507,0.31053114859437747,0.33226827309236945,0.10925335597347258
CNP,0.32005044176706826,0.29642769477911646,0.13636054618473897,0.3078346666666667,0.1337670958976052,0.32290987951807226,0.29797384738955823,0.11960443373493976,0.33023061847389557,0.07019882653518358,0.31517551807228916,0.22959370281124497,0.27596979919678716,0.3302894779116466,0.07957796267358049,0.3268592449799197,0.25937413654618474,0.28993516465863456,0.33209535742971885,0.15427486868155316
CNP,0.319067437751004,0.17276386117628653,0.15549538955823292,0.30580157429718874,0.09597159155480793,0.31837487550200805,0.1683330874679692,0.14179277108433735,0.3286410281124498,0.08963407089583067,0.3075080481927711,0.3301236305220884,0.3125257510040161,0.3308350200803213,0.08297650753768845,0.3278575421686747,0.33185015261044176,0.32044465863453814,0.3322362088353414,0.11354736180904523
CNP,0.3190792610441767,0.3109607710843374,0.1802926265060241,0.3174116626506024,0.08999471322926589,0.3190353734939759,0.3102501526104418,0.17910734136546183,0.33027591967871484,0.0855602148067622,0.31296443373493976,0.3321201606425703,0.30731142168674697,0.3302894779116466,0.08501545191068459,0.3272088674698795,0.332569124497992,0.3085976546184739,0.11086907630522087,0.1350445217143948
CNP,0.1971107469879518,0.32139752610441763,0.22343653012048192,0.21902528514056224,0.08677446172670288,0.1983768032128514,0.31996665060240964,0.17997236947791165,0.1832613012048193,0.06937936951611066,0.18271890763052206,0.32891437751004016,0.27859906827309233,0.1766984738955823,0.07826844922905571,0.30214881927710835,0.33134534939759036,0.28702978313253014,0.32929073092369476,0.10193763712837088
CNP,0.28549089156626506,0.052399996226272685,0.16709089156626505,0.3118150682730924,0.10142725501860474,0.28736693975903616,0.055003962413675986,0.1546353092369478,0.32857644979919676,0.086679614141909,0.2651752610441767,0.3224327710843373,0.3151216706827309,0.3256747951807229,0.06266047286885866,0.305948016064257,0.32859816867469877,0.32470464257028114,0.33111916465863456,0.12024260680140811
CNP,0.3214116626506024,0.3226832449799197,0.2070622329317269,0.31181481124497995,0.08371141338378774,0.3220239678714859,0.3225842891566265,0.1628310361445783,0.32857644979919676,0.06572739198166844,0.3151246907630522,0.29414168674698793,0.269914281124498,0.3256747951807229,0.07456937966991145,0.3259979437751004,0.3112368835341366,0.27597198393574296,0.3319984578313253,0.10963351530457946
CNP,0.284508016064257,0.055725376624559855,0.17742746987951807,0.3174116626506024,0.0989682368284745,0.2852897670682731,0.05677396958658609,0.1930969959839357,0.33023061847389557,0.09896359703660712,0.26346557429718875,0.33221969477911645,0.01618300401606426,0.3302894779116466,0.06873425691981801,0.32562730923694777,0.33257683534136545,0.01963848995983936,0.3300785863453815,0.09642519781023765
CNP,0.323322281124498,0.32144346987951805,0.16086072289156628,0.3178254779116466,0.10029098720828045,0.3222753413654619,0.32167800803212854,0.1347771887550201,0.32737593574297186,0.08448480508630883,0.3134720642570281,0.3297189397590361,0.3150372369477912,0.3251277108433735,0.0676067214790041,0.32695807228915663,0.33174425702811244,0.3220934939759036,0.32691964658634537,0.12132634065117341
