Obj,ba_ba,ba_er,ba_sw,ba_regular,ba_sbm,mix_ba,mix_er,mix_sw,mix_regular,mix_sbm,finder_ba,finder_er,finder_sw,finder_regular,finder_sbm,gdm_ba,gdm_er,gdm_sw,gdm_regular,gdm_sbm
MaxNum,0.47860483870967735,0.4646048387096774,0.48447580645161287,0.4722177419354838,0.18796382189239333,0.4687983870967741,0.46355645161290326,0.48045967741935486,0.4524435483870968,0.17319882498453926,0.49983200000000005,0.492888,0.494888,0.45256799999999997,0.16343995510662176,0.486568,0.476344,0.49404000000000003,0.47196,0.3803055810631568
MaxNum,0.47179838709677424,0.47683064516129026,0.4560241935483871,0.4874698795180723,0.18706464492014951,0.46523387096774194,0.47255645161290327,0.45141129032258065,0.4777177419354839,0.15969036697247707,0.49999200000000005,0.49752799999999997,0.47464800000000007,0.490808,0.15155500378755996,0.489128,0.48647199999999996,0.47599199999999997,0.49138400000000004,0.38621538591027693
MaxNum,0.3742661290322581,0.13333333333333333,0.4860883534136546,0.4920481927710843,0.19298972137274892,0.36700806451612905,0.13333333333333333,0.4796370967741935,0.4842177419354839,0.16548802242609584,0.421208,0.24000000000000002,0.49223199999999995,0.49234399999999995,0.1578676037370592,0.47045600000000004,0.3600000000000001,0.491448,0.495336,0.40100791179193673
MaxNum,0.20349193548387096,0.4651854838709677,0.44125000000000003,0.4939437751004016,0.18688282489860697,0.19187903225806452,0.46108870967741933,0.42758870967741935,0.4900725806451613,0.18650811144418972,0.18412,0.49311199999999994,0.447048,0.49999200000000005,0.1758341339855009,0.37117600000000006,0.476936,0.4606640000000001,0.49684000000000006,0.38113590706611933
MaxNum,0.44425,0.4932661290322581,0.3630725806451614,0.41758870967741935,0.16656062212796038,0.4445241935483871,0.49362096774193553,0.3462016129032258,0.3925564516129032,0.1402144456227171,0.49671199999999993,0.49988000000000005,0.31402399999999997,0.351928,0.13825293472426428,0.47908,0.49906400000000006,0.39083999999999997,0.429016,0.4094377931807044
MaxNum,0.471766129032258,0.3925824756515942,0.4567338709677419,0.47284677419354837,0.19367298356982823,0.4706209677419354,0.38472920020161616,0.4439596774193548,0.452491935483871,0.17185166168782673,0.49997600000000003,0.3518491637231657,0.465368,0.45256799999999997,0.16271033653846156,0.485016,0.4032838180029354,0.46996,0.472568,0.33691984097633143
MaxNum,0.4656370967741935,0.4931532258064516,0.2401693548387097,0.4910725806451612,0.18970141948115515,0.46139516129032254,0.4925564516129032,0.21668548387096773,0.4900725806451613,0.17206069505628976,0.49983200000000005,0.49975200000000003,0.211176,0.49999200000000005,0.16037571076481205,0.482648,0.49832800000000005,0.3076879999999999,0.49543200000000004,0.3429331056298395
MaxNum,0.1945403225806452,0.48048192771084336,0.4845403225806451,0.4932048192771084,0.18235624438454628,0.17175,0.4750403225806452,0.4800403225806452,0.484991935483871,0.16209568733153637,0.168824,0.498328,0.49439199999999994,0.49972,0.15538225347098614,0.374584,0.48784799999999995,0.49084000000000005,0.496232,0.40562700249199
MaxNum,0.3718790322580645,0.34176665355363234,0.47931451612903225,0.49108870967741924,0.16612915322883076,0.3607661290322581,0.3350462234461054,0.47084677419354837,0.4900725806451613,0.16387909697742445,0.399592,0.2957612513007284,0.485784,0.49999200000000005,0.15734759040617807,0.45796,0.34722131893860564,0.489016,0.49629600000000007,0.39751491299720304
MaxNum,0.3164758064516129,0.48689516129032256,0.47759036144578315,0.48743775100401604,0.20495123780945235,0.3028467741935484,0.4845725806451613,0.46654032258064515,0.4777177419354839,0.2423105776444111,0.340552,0.49917600000000006,0.48095199999999994,0.490808,0.1749665526980824,0.43224799999999997,0.494792,0.487464,0.49066400000000004,0.40514769903799186
