ba,All_ba,Density_ba,Entropy_ba,Heterogeneity_ba,Gini_ba,Resilience_ba,Transitivity_ba,None_ba
0.32363200000000003,0.344048,0.352192,0.34352000000000005,0.32617599999999997,0.325072,0.324608,0.34142399999999995,0.435264
0.287856,0.306448,0.31876800000000005,0.30553600000000003,0.284032,0.28065599999999996,0.279344,0.29211200000000004,0.436944
0.29958399999999996,0.339104,0.31313599999999997,0.311232,0.299216,0.2911520000000001,0.292944,0.2984,0.46673599999999993
0.32776000000000005,0.338528,0.338144,0.34712,0.328176,0.326304,0.326096,0.344384,0.47048
0.33799999999999997,0.3509280000000001,0.34600000000000003,0.3528800000000001,0.338352,0.337248,0.333696,0.344688,0.464464
0.194448,0.20081599999999997,0.20659199999999997,0.20553600000000002,0.193424,0.18808000000000002,0.19273600000000002,0.218528,0.31396799999999997
0.08284800000000003,0.08928,0.098224,0.08987200000000002,0.08478400000000004,0.08139200000000002,0.08340800000000002,0.08238400000000001,0.129456
0.33216,0.35505600000000004,0.355488,0.35555200000000003,0.329888,0.329616,0.33862400000000004,0.341056,0.466624
0.10753600000000002,0.11883200000000002,0.134352,0.11302400000000003,0.106544,0.10659199999999999,0.10596800000000002,0.12347200000000001,0.185664
0.32833599999999996,0.34824,0.352528,0.33931200000000006,0.336368,0.329264,0.33379200000000003,0.33936000000000005,0.46814399999999995
0.320176,0.334288,0.34084800000000004,0.34075200000000005,0.31448,0.316336,0.31497600000000003,0.32496,0.427456
0.32415999999999995,0.349984,0.352672,0.333104,0.33156800000000003,0.321952,0.321728,0.333152,0.459696
0.172992,0.20003199999999996,0.203376,0.19321599999999997,0.17694399999999996,0.17228799999999997,0.17718399999999998,0.18347200000000002,0.29604800000000003
0.32230400000000003,0.34784000000000004,0.34539200000000003,0.33956800000000004,0.323024,0.319488,0.32257600000000003,0.32297600000000004,0.44801599999999997
0.245904,0.259744,0.272544,0.253504,0.2468,0.23448,0.24462399999999998,0.255328,0.398224
0.26403200000000004,0.271584,0.279296,0.266656,0.253232,0.245392,0.256192,0.270592,0.40489600000000003
0.109328,0.12422400000000003,0.12995199999999998,0.120464,0.10998400000000001,0.10814400000000002,0.11708800000000001,0.12792,0.21068800000000001
0.17246400000000006,0.19521600000000003,0.19726399999999997,0.188992,0.175984,0.169264,0.17551999999999998,0.18910399999999997,0.28968
0.24847999999999998,0.27678400000000003,0.26176,0.266256,0.24889599999999998,0.24391999999999997,0.24729599999999993,0.261088,0.441296
0.283808,0.305184,0.32865600000000006,0.30276800000000004,0.29696,0.283696,0.288288,0.289984,0.39398399999999995
0.17915200000000006,0.187632,0.19700799999999993,0.191264,0.18071999999999996,0.17566400000000001,0.17990399999999998,0.197904,0.249664
0.11089600000000002,0.128608,0.13903999999999997,0.12588799999999997,0.112064,0.10606399999999999,0.109872,0.134672,0.16539199999999998
0.33104000000000006,0.34555199999999997,0.34950400000000004,0.334096,0.333472,0.330736,0.33143999999999996,0.334064,0.44016000000000005
0.18817599999999998,0.210336,0.20835199999999995,0.201296,0.19862399999999997,0.18550399999999997,0.188416,0.19100799999999998,0.29664
0.256624,0.278384,0.281712,0.277488,0.25910399999999995,0.250464,0.25262399999999996,0.273888,0.385296
0.248032,0.280528,0.26950399999999997,0.26542399999999994,0.246976,0.243296,0.24815999999999996,0.266912,0.404544
0.297808,0.31648000000000004,0.307408,0.306864,0.30835200000000007,0.294032,0.29177600000000004,0.303168,0.45255999999999996
0.284464,0.310848,0.31075200000000003,0.303728,0.282544,0.27932799999999997,0.28355199999999997,0.297728,0.41356800000000005
0.299392,0.30977600000000005,0.33208,0.313232,0.29947200000000007,0.29576,0.291744,0.302496,0.446256
0.204144,0.21590399999999998,0.23996799999999993,0.20595199999999997,0.200672,0.193648,0.20328,0.207552,0.34504
0.288352,0.30787200000000003,0.32126400000000005,0.30912,0.29177600000000004,0.286624,0.292352,0.302256,0.44223999999999997
0.18355200000000002,0.207008,0.208192,0.210016,0.18406400000000003,0.179904,0.184176,0.21430399999999997,0.293408
0.334416,0.35963200000000006,0.358592,0.35038400000000003,0.34384000000000003,0.337456,0.334912,0.34217600000000004,0.44886399999999993
0.29768,0.32728,0.326432,0.314976,0.3064,0.29624000000000006,0.30457600000000007,0.32360000000000005,0.425088
0.291648,0.31664000000000003,0.311728,0.311888,0.296368,0.29393600000000003,0.297408,0.303968,0.44966399999999995
0.10604800000000003,0.11488000000000001,0.14435200000000004,0.120992,0.11184000000000002,0.10209599999999999,0.11089600000000001,0.12264000000000003,0.20009599999999997
0.10865600000000002,0.12769599999999995,0.142672,0.11777600000000002,0.10384,0.104112,0.106256,0.11366399999999999,0.22924800000000004
0.184384,0.18820799999999996,0.19825600000000002,0.20112000000000002,0.185616,0.18396800000000002,0.190928,0.21131200000000003,0.306464
0.28216,0.32385600000000003,0.311856,0.2984,0.291808,0.279712,0.2820959999999999,0.290592,0.437968
0.32193599999999994,0.33604799999999996,0.343488,0.34030400000000005,0.320368,0.317728,0.31553600000000004,0.322768,0.44504
0.09856000000000004,0.10672000000000002,0.16424,0.10694399999999998,0.10473600000000004,0.09425599999999999,0.09532800000000001,0.12004799999999999,0.19663999999999998
0.23750400000000002,0.264448,0.256192,0.24798399999999998,0.24472,0.234704,0.24452800000000002,0.25924800000000003,0.456352
0.251008,0.262768,0.279616,0.26176,0.249104,0.242432,0.25537599999999994,0.256384,0.34507200000000005
0.248048,0.28260799999999997,0.272432,0.26552,0.25511999999999996,0.24631999999999998,0.2518559999999999,0.269616,0.416864
0.09731200000000002,0.115344,0.13547199999999998,0.10583999999999999,0.09388800000000003,0.093904,0.093648,0.098688,0.14611199999999996
0.324016,0.347488,0.34352000000000005,0.34516800000000003,0.32664000000000004,0.32001599999999997,0.32305599999999995,0.33028799999999997,0.47406400000000004
0.24356799999999998,0.266416,0.260416,0.25968,0.24484799999999998,0.238416,0.243632,0.259328,0.389296
0.235824,0.257424,0.244672,0.24870399999999995,0.23545600000000003,0.226112,0.23491199999999998,0.244608,0.35489600000000004
0.253888,0.28182399999999996,0.279248,0.270672,0.25599999999999995,0.250752,0.251472,0.264048,0.393088
0.15835200000000005,0.16872,0.19876799999999997,0.174944,0.15919999999999998,0.15672,0.15934399999999999,0.19489599999999999,0.272752
0.18318399999999999,0.20672000000000001,0.20153600000000002,0.18710400000000002,0.17825599999999997,0.17454399999999995,0.18756799999999998,0.19444800000000004,0.262768
0.10035200000000002,0.11046400000000003,0.13607999999999998,0.113232,0.10238399999999999,0.098672,0.09928000000000001,0.1096,0.172528
0.193648,0.20328,0.220288,0.20953599999999997,0.19243199999999996,0.191152,0.19452799999999998,0.20696,0.306336
0.30051199999999995,0.33352000000000004,0.31467199999999995,0.309616,0.296352,0.294816,0.30424,0.305456,0.38592
0.101888,0.11476800000000002,0.12571200000000002,0.10503999999999998,0.10155200000000002,0.10057600000000001,0.099424,0.10764800000000001,0.14519999999999997
0.23872,0.250528,0.249392,0.253616,0.23998400000000003,0.2432,0.24291200000000002,0.25992000000000004,0.3812
0.234016,0.25563199999999997,0.25628799999999996,0.252144,0.23662400000000003,0.23788799999999996,0.23646399999999998,0.24678399999999998,0.385104
0.24908800000000003,0.289616,0.278176,0.271248,0.25606399999999996,0.248096,0.256304,0.263024,0.376784
0.24904,0.276016,0.27416,0.269616,0.259776,0.24814400000000003,0.24991999999999995,0.27532799999999996,0.39238399999999996
