onion_200_2.5_2.txt,onion_200_2.5_5.txt,onion_400_2.5_3.txt,onion_500_2.5_2.txt,onion_100_2.5_5.txt,onion_400_2.5_5.txt,onion_300_2.5_1.txt,onion_400_2.5_2.txt,onion_300_2.5_4.txt,onion_400_2.5_4.txt,onion_300_2.5_3.txt,onion_300_2.5_2.txt,onion_500_2.5_5.txt,onion_400_2.5_1.txt,onion_100_2.5_2.txt,onion_100_2.5_1.txt,onion_500_2.5_1.txt,onion_300_2.5_5.txt,onion_200_2.5_4.txt,onion_200_2.5_1.txt,onion_100_2.5_3.txt,onion_100_2.5_4.txt,onion_200_2.5_3.txt,onion_500_2.5_3.txt,onion_500_2.5_4.txt
0.14548611640930176,0.059757232666015625,0.09010434150695801,0.11916160583496094,0.049234628677368164,0.0987851619720459,0.08692049980163574,0.09520649909973145,0.07503294944763184,0.10721039772033691,0.07048916816711426,0.07093572616577148,0.12061071395874023,0.10148477554321289,0.04127645492553711,0.05224919319152832,0.11074233055114746,0.07310152053833008,0.0710752010345459,0.06573367118835449,0.05243349075317383,0.04654717445373535,0.04711008071899414,0.08657217025756836,0.11960744857788086
