homogeneous 30 & 6.5345 & 6.5345 & \cellcolor{blue!25}6.3103 & 6.9655 & 7.5172 & 10.6207 & 12.7931\\ 
homogeneous 50 & 8.7400 & \cellcolor{blue!25}8.6400 & 8.8300 & 8.8300 & 9.7700 & 20.3500 & 21.2300\\ 
homogeneous 100 & \cellcolor{blue!25}12.8404 & 14.3404 & 13.3457 & 15.8351 & 14.3032 & 37.2926 & 32.9521\\ 
homogeneous 500 & 43.9421 & 56.3884 & 48.9700 & \cellcolor{blue!25}33.4142 & 41.7511 & 143.9142 & 141.3230\\ 
