homogeneous 30 & 0.517 & 0.517 & \cellcolor{blue!25}0.517 & 0.897 & 1.000 & 1.000 & 0.931\\ 
homogeneous 50 & 0.460 & \cellcolor{blue!25}0.460 & 0.540 & 0.960 & 1.000 & 1.000 & 0.880\\ 
homogeneous 100 & \cellcolor{blue!25}0.479 & 0.574 & 0.511 & 0.915 & 1.000 & 1.000 & 0.840\\ 
homogeneous 500 & 0.526 & 0.543 & 0.318 & \cellcolor{blue!25}0.318 & 0.457 & 0.858 & 0.886\\ 
