test,testTrain,corruption,foodweb-baywet,inf-USAir97,moreno_crime_projected,opsahl-openflights,household,faa,facebook,powergrid,netscience
0.09778237342834473,0.08665633201599121,0.8157444000244141,0.5779604911804199,0.7215261459350586,0.637744665145874,3.539600372314453,1.2861566543579102,0.7519962787628174,2.2372467517852783,2.426297903060913,1.1057014465332031
