test,testTrain,corruption,foodweb-baywet,inf-USAir97,moreno_crime_projected,opsahl-openflights,household,faa,facebook,powergrid,netscience
0.09196662902832031,0.07623934745788574,0.5875506401062012,0.3601806163787842,0.30652618408203125,0.6382017135620117,1.4078185558319092,0.6023406982421875,0.8285245895385742,0.04252171516418457,2.7695059776306152,1.4446723461151123
