35 309.0 177.0 195.0 309.0 88.0 10.0
43 78.0 42.0 16.0 26.0 154.0 24.0
47 144.0 156.0 152.0 50.0 114.0 53.0
68 309.0 59.0 55.0 309.0 48.0 309.0
126 309.0 38.0 198.0 309.0 14.0 138.0
146 309.0 39.0 200.0 309.0 115.0 309.0
217 102.0 207.0 309.0 66.0 155.0 34.0
289 111.0 209.0 177.0 69.0 309.0 40.0
14 309.0 110.0 309.0 309.0 309.0 127.0
15 96.0 309.0 142.0 68.0 148.0 29.0
108 156.0 157.0 36.0 108.0 309.0 309.0
122 3.0 264.0 166.0 1.0 309.0 1.0
294 309.0 213.0 194.0 309.0 309.0 309.0
52 309.0 76.0 309.0 309.0 309.0 309.0
53 10.0 18.0 110.0 309.0 309.0 309.0
54 105.0 173.0 309.0 309.0 309.0 73.0
73 108.0 226.0 187.0 309.0 309.0 72.0
152 97.0 309.0 118.0 21.0 309.0 25.0
185 36.0 169.0 192.0 309.0 34.0 27.0
209 309.0 158.0 22.0 117.0 309.0 65.0
226 309.0 84.0 309.0 309.0 309.0 309.0
238 101.0 309.0 155.0 72.0 120.0 64.0
266 112.0 309.0 150.0 79.0 309.0 59.0
279 21.0 28.0 309.0 309.0 309.0 309.0
298 86.0 159.0 160.0 44.0 309.0 44.0
299 114.0 309.0 124.0 85.0 191.0 94.0
24 14.0 235.0 72.0 309.0 107.0 309.0
25 116.0 211.0 309.0 73.0 49.0 111.0
29 165.0 133.0 309.0 115.0 85.0 113.0
40 309.0 160.0 30.0 126.0 118.0 309.0
44 309.0 50.0 201.0 309.0 60.0 309.0
55 120.0 309.0 131.0 93.0 91.0 43.0
56 309.0 9.0 84.0 309.0 98.0 309.0
62 309.0 161.0 23.0 309.0 61.0 136.0
75 309.0 10.0 86.0 309.0 55.0 103.0
79 309.0 162.0 24.0 309.0 109.0 68.0
82 309.0 91.0 309.0 309.0 104.0 309.0
109 309.0 35.0 103.0 309.0 83.0 309.0
117 119.0 214.0 309.0 80.0 77.0 51.0
125 38.0 309.0 136.0 11.0 106.0 20.0
131 309.0 70.0 165.0 309.0 84.0 309.0
144 309.0 71.0 164.0 309.0 119.0 309.0
145 309.0 246.0 157.0 70.0 79.0 71.0
165 46.0 216.0 145.0 13.0 93.0 14.0
176 309.0 11.0 38.0 309.0 56.0 131.0
181 309.0 29.0 309.0 309.0 10.0 309.0
190 309.0 92.0 309.0 309.0 63.0 309.0
194 309.0 19.0 309.0 112.0 129.0 107.0
201 125.0 309.0 137.0 102.0 68.0 82.0
206 42.0 309.0 143.0 12.0 111.0 12.0
213 309.0 258.0 6.0 309.0 94.0 115.0
215 309.0 85.0 309.0 309.0 72.0 309.0
227 126.0 219.0 181.0 86.0 108.0 91.0
254 309.0 52.0 202.0 309.0 65.0 309.0
265 106.0 222.0 309.0 309.0 13.0 78.0
271 17.0 238.0 70.0 309.0 117.0 309.0
274 132.0 221.0 134.0 94.0 92.0 60.0
280 309.0 208.0 80.0 309.0 123.0 309.0
281 309.0 218.0 95.0 309.0 122.0 309.0
293 131.0 309.0 138.0 15.0 90.0 16.0
192 309.0 86.0 309.0 309.0 309.0 309.0
297 43.0 176.0 127.0 6.0 309.0 9.0
33 309.0 66.0 309.0 309.0 309.0 309.0
34 140.0 224.0 141.0 103.0 225.0 67.0
86 309.0 36.0 104.0 309.0 230.0 309.0
99 309.0 170.0 105.0 309.0 78.0 309.0
101 309.0 12.0 82.0 309.0 309.0 309.0
106 309.0 134.0 309.0 124.0 203.0 309.0
119 149.0 227.0 153.0 110.0 110.0 45.0
141 104.0 26.0 44.0 309.0 309.0 309.0
221 51.0 46.0 309.0 309.0 26.0 309.0
224 37.0 255.0 49.0 309.0 71.0 309.0
251 309.0 13.0 56.0 309.0 11.0 90.0
290 83.0 128.0 309.0 309.0 309.0 54.0
46 309.0 135.0 309.0 309.0 309.0 309.0
69 155.0 229.0 147.0 120.0 309.0 49.0
74 309.0 87.0 309.0 309.0 222.0 309.0
83 160.0 231.0 309.0 129.0 102.0 309.0
87 136.0 309.0 309.0 109.0 172.0 309.0
90 309.0 111.0 309.0 309.0 231.0 309.0
107 309.0 136.0 309.0 309.0 150.0 125.0
115 309.0 163.0 34.0 309.0 309.0 309.0
116 309.0 121.0 309.0 309.0 309.0 309.0
158 133.0 62.0 162.0 87.0 309.0 92.0
189 52.0 47.0 309.0 309.0 309.0 309.0
198 53.0 48.0 309.0 309.0 151.0 309.0
207 159.0 21.0 59.0 96.0 309.0 99.0
214 309.0 100.0 100.0 309.0 309.0 309.0
225 12.0 168.0 106.0 309.0 219.0 309.0
228 309.0 233.0 309.0 309.0 309.0 106.0
229 107.0 254.0 45.0 309.0 32.0 309.0
264 150.0 101.0 184.0 95.0 223.0 83.0
288 309.0 164.0 20.0 309.0 152.0 124.0
302 309.0 69.0 309.0 309.0 220.0 309.0
48 89.0 137.0 14.0 43.0 136.0 41.0
49 309.0 122.0 63.0 309.0 309.0 309.0
133 143.0 309.0 309.0 118.0 141.0 31.0
208 20.0 241.0 77.0 309.0 309.0 309.0
222 309.0 14.0 57.0 309.0 137.0 309.0
223 309.0 138.0 10.0 309.0 70.0 309.0
273 15.0 171.0 107.0 309.0 229.0 309.0
291 158.0 309.0 130.0 127.0 232.0 61.0
58 309.0 165.0 21.0 309.0 134.0 80.0
59 2.0 309.0 115.0 3.0 211.0 2.0
104 309.0 309.0 156.0 309.0 212.0 309.0
164 309.0 257.0 15.0 56.0 309.0 58.0
193 309.0 139.0 309.0 309.0 309.0 100.0
235 309.0 140.0 309.0 309.0 202.0 95.0
267 309.0 309.0 309.0 16.0 309.0 22.0
269 309.0 15.0 51.0 309.0 309.0 309.0
61 309.0 123.0 309.0 309.0 309.0 309.0
161 309.0 212.0 81.0 309.0 309.0 309.0
183 95.0 141.0 13.0 47.0 41.0 38.0
292 142.0 22.0 113.0 74.0 59.0 79.0
66 309.0 124.0 309.0 309.0 45.0 309.0
67 309.0 142.0 11.0 309.0 95.0 309.0
76 309.0 236.0 309.0 309.0 38.0 66.0
111 309.0 262.0 309.0 309.0 124.0 309.0
175 5.0 309.0 204.0 7.0 125.0 5.0
202 309.0 223.0 91.0 309.0 126.0 309.0
203 309.0 125.0 309.0 309.0 96.0 141.0
255 309.0 40.0 199.0 309.0 97.0 309.0
77 309.0 309.0 309.0 309.0 132.0 69.0
78 309.0 309.0 309.0 19.0 194.0 23.0
103 309.0 166.0 29.0 309.0 195.0 309.0
121 309.0 309.0 309.0 309.0 196.0 52.0
150 309.0 102.0 309.0 309.0 309.0 309.0
196 309.0 256.0 173.0 18.0 218.0 21.0
257 19.0 174.0 108.0 309.0 309.0 309.0
303 24.0 250.0 71.0 309.0 116.0 309.0
88 309.0 215.0 78.0 309.0 53.0 309.0
89 26.0 259.0 73.0 309.0 189.0 309.0
151 309.0 217.0 32.0 309.0 190.0 309.0
304 309.0 240.0 179.0 309.0 309.0 81.0
93 309.0 220.0 114.0 309.0 214.0 122.0
114 54.0 49.0 309.0 309.0 309.0 309.0
174 309.0 243.0 139.0 309.0 186.0 42.0
184 309.0 309.0 123.0 309.0 215.0 39.0
300 309.0 309.0 144.0 309.0 309.0 36.0
94 7.0 309.0 154.0 5.0 309.0 7.0
95 309.0 309.0 126.0 309.0 236.0 119.0
231 22.0 242.0 109.0 309.0 103.0 309.0
97 309.0 247.0 129.0 309.0 213.0 86.0
98 309.0 251.0 309.0 309.0 205.0 309.0
127 309.0 126.0 309.0 309.0 309.0 130.0
110 309.0 64.0 158.0 309.0 309.0 309.0
188 309.0 309.0 35.0 309.0 309.0 309.0
120 309.0 225.0 33.0 309.0 25.0 101.0
200 309.0 309.0 125.0 309.0 309.0 76.0
135 309.0 143.0 309.0 309.0 309.0 309.0
136 309.0 88.0 309.0 309.0 309.0 309.0
301 309.0 112.0 309.0 309.0 309.0 309.0
137 309.0 60.0 53.0 309.0 309.0 309.0
138 55.0 252.0 97.0 309.0 309.0 309.0
211 309.0 30.0 309.0 309.0 309.0 309.0
305 309.0 261.0 309.0 309.0 87.0 118.0
142 84.0 144.0 163.0 309.0 58.0 309.0
143 309.0 53.0 203.0 309.0 309.0 309.0
168 309.0 51.0 309.0 309.0 309.0 309.0
191 309.0 234.0 171.0 309.0 309.0 309.0
259 40.0 260.0 50.0 309.0 233.0 309.0
295 25.0 253.0 111.0 309.0 309.0 309.0
296 309.0 93.0 309.0 309.0 309.0 309.0
153 309.0 249.0 9.0 309.0 309.0 309.0
154 309.0 103.0 309.0 309.0 309.0 309.0
156 309.0 237.0 96.0 309.0 309.0 309.0
306 309.0 77.0 309.0 309.0 309.0 309.0
178 85.0 145.0 191.0 309.0 62.0 55.0
179 39.0 263.0 190.0 309.0 309.0 26.0
307 309.0 72.0 309.0 309.0 309.0 309.0
308 309.0 95.0 4.0 309.0 309.0 309.0
