graphType,ba_MaxNum,mix_MaxNum_inf,finder_MaxNum,gdm_MaxNum
MaxNum_ba,0.9303770693231268,1.0,0.5509507440674293,0.2
MaxNum_er,0.8981593591114971,1.0,0.520973671776265,0.2
MaxNum_sw,0.7153316712405791,1.0,0.7221200060517932,0.2
MaxNum_regular,0.431403115185029,1.0,0.7350547043658491,0.2
MaxNum_sbm,0.9076089305552115,0.9605067899550908,1.0,0.2
